ps_id,region_name,subregion_name,Baburin Sergei Nikolaevich,Grudinin Pavel Nikolaevich,Zhirinovskiy Vladimir Volfovich,Putin Vladimir Vladimirovich,Sobchak Ksenia Anatolyevna,Suraikin Maksim Aleksandrovich,Titov Boris Yurievich,Yavlinskiy Gregory Alekseivich,Number of ballot papers in ballot boxes,Number of valid ballot papers,Number of voters enlisted,Number of ballot papers in portable ballot boxes,Number of ballot papers given inside the polling station,Number of ballot papers given outside the polling station,Number of ballot papers given for advance voting,Number of excessive ballot papers,Number of ballot papers acquired at the polling station,Number of invalid ballot papers,Number of unused ballot papers,Number of lost ballot papers
1776,Irkutskaa oblast_,Ceremhovskaa,4,49,33,289,3,1,0,1,370,380,554,16,370,16,0,0,585,6,199,0
1777,Irkutskaa oblast_,Ceremhovskaa,0,18,31,123,1,0,0,0,153,173,245,21,153,21,0,0,245,1,71,0
1778,Irkutskaa oblast_,Ceremhovskaa,0,9,2,81,0,0,0,0,59,92,146,33,59,33,0,0,145,0,53,0
1779,Irkutskaa oblast_,Ceremhovskaa,0,7,15,90,0,0,0,0,104,112,188,8,104,8,0,0,195,0,83,0
1780,Irkutskaa oblast_,Ceremhovskaa,0,6,13,89,0,0,0,0,93,108,154,15,93,15,0,0,158,0,50,0
1781,Irkutskaa oblast_,Ceremhovskaa,1,21,11,69,1,0,0,0,97,103,140,6,97,6,0,0,154,0,51,0
1782,Irkutskaa oblast_,Cunskaa,3,70,34,350,3,1,3,2,462,466,1114,10,462,10,0,0,1100,6,628,0
1783,Irkutskaa oblast_,Cunskaa,4,154,43,513,4,6,2,5,713,731,1443,30,713,30,0,0,1400,12,657,0
1784,Irkutskaa oblast_,Cunskaa,0,132,28,346,4,1,0,1,506,512,899,8,506,8,0,0,900,2,386,0
1785,Irkutskaa oblast_,Cunskaa,2,104,37,417,6,4,2,2,557,574,1032,23,557,23,0,0,900,6,320,0
1786,Irkutskaa oblast_,Cunskaa,3,135,36,491,8,4,0,3,646,680,1263,47,646,47,0,0,1300,13,607,0
1787,Irkutskaa oblast_,Cunskaa,4,150,51,479,3,4,3,1,649,695,1268,52,649,52,0,0,1200,6,499,0
1788,Irkutskaa oblast_,Cunskaa,2,126,58,493,7,7,1,1,660,695,1366,39,660,39,0,0,1400,4,701,0
1789,Irkutskaa oblast_,Cunskaa,0,137,32,449,4,3,2,0,627,627,1263,9,627,9,0,0,1200,9,564,0
1790,Irkutskaa oblast_,Cunskaa,4,147,41,465,7,1,2,4,593,671,1205,85,593,85,0,0,1100,7,422,0
1791,Irkutskaa oblast_,Cunskaa,1,115,27,336,1,3,1,0,478,484,912,7,478,7,0,0,900,1,415,0
1792,Irkutskaa oblast_,Cunskaa,0,7,9,119,0,1,1,1,130,138,304,9,130,9,0,0,300,1,161,0
1793,Irkutskaa oblast_,Cunskaa,2,78,30,383,3,3,3,1,463,503,1018,48,463,48,0,0,1000,8,489,0
1794,Irkutskaa oblast_,Cunskaa,2,69,56,547,0,3,4,1,631,682,1339,61,631,61,0,0,1300,10,608,0
1795,Irkutskaa oblast_,Cunskaa,4,66,37,428,0,1,0,1,515,537,1000,26,515,26,0,0,1000,4,459,0
1796,Irkutskaa oblast_,Cunskaa,3,68,28,334,1,1,1,0,404,436,751,34,404,34,0,0,700,2,262,0
1797,Irkutskaa oblast_,Cunskaa,0,7,11,75,0,3,0,0,89,96,203,7,89,7,0,0,200,0,104,0
1798,Irkutskaa oblast_,Cunskaa,1,87,32,310,1,1,0,5,398,437,920,48,398,48,0,0,900,9,454,0
1799,Irkutskaa oblast_,Cunskaa,0,51,34,281,0,2,2,3,322,373,819,58,322,58,0,0,800,7,420,0
1800,Irkutskaa oblast_,Cunskaa,2,30,23,259,1,0,0,0,248,315,742,69,248,69,0,0,700,2,383,0
1801,Irkutskaa oblast_,Cunskaa,3,68,47,368,1,5,2,0,424,494,1018,75,424,75,0,0,1000,5,501,0
1802,Irkutskaa oblast_,Cunskaa,1,19,11,104,4,3,0,1,106,143,347,38,106,38,0,0,350,1,206,0
1803,Irkutskaa oblast_,Cunskaa,0,4,7,90,0,1,1,0,62,103,250,41,62,41,0,0,250,0,147,0
1804,Irkutskaa oblast_,Cunskaa,1,64,27,420,3,2,3,1,474,521,1082,52,474,52,0,0,1000,5,474,0
1805,Irkutskaa oblast_,Cunskaa,1,20,6,136,3,1,2,0,136,169,304,35,136,35,0,0,300,2,129,0
1806,Irkutskaa oblast_,Cunskaa,0,17,2,88,0,2,0,0,84,109,110,26,84,26,0,0,190,1,80,0
1807,Irkutskaa oblast_,Cunskaa,0,33,21,167,1,1,0,0,186,223,481,38,186,38,0,0,450,1,226,0
1808,Irkutskaa oblast_,Cunskaa,2,24,13,131,2,0,0,0,138,172,386,40,138,40,0,0,400,6,222,0
1809,Irkutskaa oblast_,Cunskaa,0,28,20,195,1,0,0,2,186,246,508,63,186,63,0,0,450,3,201,0
1810,Irkutskaa oblast_,Cunskaa,2,33,21,226,2,0,2,0,231,286,521,60,231,60,0,0,500,5,209,0
1811,Irkutskaa oblast_,Cunskaa,3,18,16,227,0,2,1,0,230,267,488,44,230,44,0,0,500,7,226,0
1812,Irkutskaa oblast_,Cunskaa,1,16,14,178,0,2,1,0,176,212,300,37,176,37,0,0,300,1,87,0
1813,Irkutskaa oblast_,Cunskaa,1,91,61,437,4,2,6,2,555,604,1295,56,555,56,0,0,1300,7,689,0
1814,Irkutskaa oblast_,Cunskaa,0,19,5,85,1,1,0,0,96,111,192,15,96,15,0,0,180,0,69,0
1815,Irkutskaa oblast_,Cunskaa,2,34,29,191,2,1,0,0,181,259,455,80,181,80,0,0,450,2,189,0
1816,Irkutskaa oblast_,Cunskaa,1,10,9,179,0,0,0,1,169,200,377,35,169,21,14,0,350,4,146,0
1817,Irkutskaa oblast_,Cunskaa,1,4,3,64,0,1,0,0,56,73,131,17,56,17,0,0,130,0,57,0
1818,Irkutskaa oblast_,Cunskaa,0,6,4,64,0,0,0,0,65,74,123,9,65,9,0,0,120,0,46,0
1819,Irkutskaa oblast_,Cunskaa,0,11,12,106,0,0,0,0,123,129,200,7,123,7,0,0,190,1,60,0
1822,Irkutskaa oblast_,Selehovskaa,2,146,52,478,10,1,2,6,697,697,1433,10,697,10,0,0,1300,10,593,0
1823,Irkutskaa oblast_,Selehovskaa,4,241,78,752,10,5,3,7,1090,1100,2054,23,1090,23,0,0,1800,13,687,0
1824,Irkutskaa oblast_,Selehovskaa,4,196,95,905,11,2,4,11,1195,1228,2066,44,1195,44,0,0,1800,11,561,0
1825,Irkutskaa oblast_,Selehovskaa,7,222,99,918,12,6,4,22,1270,1290,2218,32,1270,32,0,0,2000,12,698,0
1826,Irkutskaa oblast_,Selehovskaa,5,250,79,925,23,3,9,14,1264,1308,2023,60,1264,60,0,0,1900,16,576,0
1827,Irkutskaa oblast_,Selehovskaa,6,232,62,1044,31,4,13,12,1380,1404,2058,39,1380,39,0,0,1900,15,481,0
1828,Irkutskaa oblast_,Selehovskaa,5,297,109,1320,15,7,9,18,1717,1780,3104,87,1717,87,0,0,2900,24,1096,0
1829,Irkutskaa oblast_,Selehovskaa,3,85,25,323,2,1,2,12,451,453,774,7,451,7,0,0,700,5,242,0
1830,Irkutskaa oblast_,Selehovskaa,4,187,77,686,14,9,6,16,992,999,1581,20,992,20,0,0,1500,13,488,0
1831,Irkutskaa oblast_,Selehovskaa,10,267,82,969,18,4,4,7,1369,1361,2196,15,1369,15,0,0,2100,23,716,0
1832,Irkutskaa oblast_,Selehovskaa,5,293,112,1249,22,3,7,18,1723,1709,2813,12,1724,12,0,0,2700,26,964,0
1833,Irkutskaa oblast_,Selehovskaa,8,228,69,910,17,2,4,11,1238,1249,1984,27,1238,27,0,0,1900,16,635,0
1834,Irkutskaa oblast_,Selehovskaa,5,227,74,1093,19,1,9,13,1442,1441,2341,26,1443,26,0,0,2200,27,731,0
1835,Irkutskaa oblast_,Selehovskaa,7,341,110,1334,22,4,9,16,1828,1843,2798,23,1828,23,0,0,2700,8,849,0
1836,Irkutskaa oblast_,Selehovskaa,10,210,80,902,19,2,4,10,1233,1237,1939,21,1233,21,0,0,1800,17,546,0
1837,Irkutskaa oblast_,Selehovskaa,3,114,36,455,14,7,3,3,636,635,933,5,636,5,0,0,900,6,259,0
1838,Irkutskaa oblast_,Selehovskaa,12,317,102,1279,27,5,16,15,1769,1773,2881,22,1769,22,0,0,2700,18,909,0
1839,Irkutskaa oblast_,Selehovskaa,11,394,107,1223,10,3,14,8,1765,1770,2985,22,1765,22,0,0,2800,17,1013,0
1840,Irkutskaa oblast_,Selehovskaa,7,309,95,1021,16,3,7,13,1445,1471,2612,37,1445,37,0,0,2500,11,1018,0
1841,Irkutskaa oblast_,Selehovskaa,3,206,53,707,5,9,5,3,962,991,1774,36,962,36,0,0,1600,7,602,0
1842,Irkutskaa oblast_,Selehovskaa,5,64,39,398,5,6,2,3,524,522,984,6,524,6,0,0,900,8,370,0
1843,Irkutskaa oblast_,Selehovskaa,2,155,66,621,9,2,4,2,819,861,1766,55,819,55,0,0,1600,13,726,0
1844,Irkutskaa oblast_,Selehovskaa,5,158,74,859,15,7,5,6,1097,1129,2239,47,1097,47,0,0,2100,15,956,0
1845,Irkutskaa oblast_,Selehovskaa,2,134,73,655,4,8,4,7,855,887,2044,39,855,39,0,0,1900,7,1006,0
1846,Irkutskaa oblast_,Selehovskaa,0,32,37,203,2,1,0,1,243,276,651,36,243,36,0,0,600,3,321,0
1847,Irkutskaa oblast_,Selehovskaa,1,73,27,355,2,2,1,3,441,464,971,26,441,26,0,0,900,3,433,0
1848,Irkutskaa oblast_,Selehovskaa,1,46,21,213,1,0,0,2,265,284,519,22,265,22,0,0,400,3,113,0
161,Irkutskaa oblast_,Baandaevskaa,5,36,18,227,0,3,0,0,237,289,385,57,237,57,0,0,400,5,106,0
162,Irkutskaa oblast_,Baandaevskaa,0,9,1,51,0,0,0,0,53,61,89,8,53,8,0,0,90,0,29,0
163,Irkutskaa oblast_,Baandaevskaa,1,20,17,209,1,4,1,0,242,253,372,12,242,12,0,0,360,1,106,0
164,Irkutskaa oblast_,Baandaevskaa,0,17,2,193,3,3,0,0,205,218,322,15,205,15,0,0,300,2,80,0
165,Irkutskaa oblast_,Baandaevskaa,0,17,9,129,2,0,0,0,137,157,242,20,137,20,0,0,230,0,73,0
166,Irkutskaa oblast_,Baandaevskaa,0,4,3,61,3,1,0,0,58,72,117,14,58,14,0,0,120,0,48,0
167,Irkutskaa oblast_,Baandaevskaa,1,44,11,297,4,4,1,1,332,363,571,35,332,35,0,0,500,4,133,0
168,Irkutskaa oblast_,Baandaevskaa,6,175,57,952,20,2,11,8,1178,1231,2119,66,1178,66,0,0,2000,13,756,0
169,Irkutskaa oblast_,Baandaevskaa,1,38,15,242,7,2,0,0,294,305,477,12,294,12,0,0,500,1,194,0
170,Irkutskaa oblast_,Baandaevskaa,0,1,2,41,0,0,1,0,40,45,80,5,40,5,0,0,80,0,35,0
171,Irkutskaa oblast_,Baandaevskaa,1,32,17,355,2,0,2,0,395,409,501,16,395,16,0,0,520,2,109,0
172,Irkutskaa oblast_,Baandaevskaa,2,9,4,196,3,0,0,0,175,214,264,39,175,39,0,0,280,0,66,0
173,Irkutskaa oblast_,Baandaevskaa,0,9,8,336,4,2,1,0,338,360,557,25,338,25,0,0,520,3,157,0
174,Irkutskaa oblast_,Baandaevskaa,0,17,1,99,0,1,1,0,111,119,123,9,111,9,0,0,123,1,3,0
175,Irkutskaa oblast_,Baandaevskaa,0,11,5,164,2,0,0,1,162,183,308,22,162,22,0,0,300,1,116,0
176,Irkutskaa oblast_,Baandaevskaa,0,27,2,82,1,0,0,0,98,112,137,14,98,14,0,0,130,0,18,0
177,Irkutskaa oblast_,Baandaevskaa,1,16,1,212,2,1,0,0,206,233,400,27,206,27,0,0,400,0,167,0
178,Irkutskaa oblast_,Baandaevskaa,0,23,3,252,4,2,4,1,277,289,384,15,277,15,0,0,350,3,58,0
179,Irkutskaa oblast_,Baandaevskaa,0,1,1,55,0,0,3,0,58,60,67,2,58,2,0,0,60,0,0,0
180,Irkutskaa oblast_,Baandaevskaa,0,5,7,61,0,0,0,0,61,73,104,12,61,12,0,0,100,0,27,0
181,Irkutskaa oblast_,Baandaevskaa,0,38,24,348,6,2,0,3,369,421,720,55,369,55,0,0,740,3,316,0
182,Irkutskaa oblast_,Baandaevskaa,0,2,0,41,0,0,0,0,40,43,51,4,40,4,0,0,50,1,6,0
183,Irkutskaa oblast_,Baandaevskaa,1,8,1,100,0,1,0,0,101,111,151,10,101,10,0,0,150,0,39,0
184,Irkutskaa oblast_,Baandaevskaa,3,5,2,93,1,1,1,1,106,107,134,1,106,1,0,0,140,0,33,0
185,Irkutskaa oblast_,Baandaevskaa,0,12,3,82,2,0,0,0,93,99,126,7,93,7,0,0,130,1,30,0
186,Irkutskaa oblast_,Baandaevskaa,0,26,3,111,0,0,0,0,124,140,192,17,124,17,0,0,190,1,49,0
187,Irkutskaa oblast_,Baandaevskaa,0,18,4,93,1,2,0,0,82,118,147,36,82,36,0,0,150,0,32,0
188,Irkutskaa oblast_,Bodajbinskaa,3,42,17,143,0,3,1,2,207,211,564,7,207,7,0,0,520,3,306,0
189,Irkutskaa oblast_,Bodajbinskaa,2,163,49,508,6,3,4,4,729,739,1542,28,729,28,0,0,1400,18,643,0
190,Irkutskaa oblast_,Bodajbinskaa,5,167,51,469,4,3,2,4,688,705,1399,31,688,31,0,0,1260,14,541,0
191,Irkutskaa oblast_,Bodajbinskaa,4,132,43,517,4,2,4,2,704,708,1364,22,705,22,0,0,1220,18,493,0
192,Irkutskaa oblast_,Bodajbinskaa,3,147,45,446,5,1,4,6,647,657,1366,23,647,23,0,0,1250,13,580,0
193,Irkutskaa oblast_,Bodajbinskaa,2,95,31,257,3,3,1,5,385,397,989,22,385,22,0,0,1000,10,593,0
194,Irkutskaa oblast_,Bodajbinskaa,0,50,17,149,0,1,0,1,217,218,555,4,217,4,0,0,520,3,299,0
195,Irkutskaa oblast_,Bodajbinskaa,3,120,29,348,1,1,2,9,503,513,1208,24,503,24,0,0,1100,14,573,0
196,Irkutskaa oblast_,Bodajbinskaa,2,89,21,274,2,4,4,3,389,399,885,15,389,15,0,0,820,5,416,0
197,Irkutskaa oblast_,Bodajbinskaa,2,65,9,161,2,0,2,2,241,243,485,8,241,8,0,0,460,6,211,0
198,Irkutskaa oblast_,Bodajbinskaa,1,11,9,86,0,0,0,0,97,107,205,13,97,13,0,0,190,3,80,0
199,Irkutskaa oblast_,Bodajbinskaa,0,8,3,43,0,0,0,0,51,54,159,3,51,3,0,0,150,0,96,0
200,Irkutskaa oblast_,Bodajbinskaa,0,4,3,71,0,0,1,0,67,79,82,12,67,12,0,0,85,0,6,0
201,Irkutskaa oblast_,Bodajbinskaa,1,91,77,549,7,3,3,3,687,734,1418,58,687,58,0,0,1300,11,555,0
202,Irkutskaa oblast_,Bodajbinskaa,0,3,1,50,0,0,0,1,55,55,112,2,55,2,0,0,110,2,53,0
203,Irkutskaa oblast_,Bodajbinskaa,1,17,27,195,2,1,1,0,230,244,537,16,230,16,0,0,510,2,264,0
204,Irkutskaa oblast_,Bodajbinskaa,2,19,28,129,2,1,0,1,177,182,408,8,177,8,0,0,390,3,205,0
205,Irkutskaa oblast_,Bodajbinskaa,0,21,48,197,3,1,4,1,247,275,642,31,247,31,0,0,580,3,302,0
206,Irkutskaa oblast_,Bodajbinskaa,1,10,21,106,1,1,1,1,129,142,425,14,129,14,0,0,400,1,257,0
207,Irkutskaa oblast_,Bodajbinskaa,2,5,8,95,1,1,0,0,107,112,235,6,107,6,0,0,205,1,92,0
208,Irkutskaa oblast_,Bodajbinskaa,3,61,42,329,5,4,3,3,422,450,959,32,422,19,13,0,830,4,376,0
209,Irkutskaa oblast_,Bodajbinskaa,0,30,40,132,1,2,0,1,165,206,670,53,165,36,17,0,660,12,442,0
1899,Irkutskaa oblast_,Bodajbinskaa,0,17,24,105,4,3,2,2,124,157,160,36,124,36,0,0,160,3,0,0
1900,Irkutskaa oblast_,Bodajbinskaa,0,33,30,203,2,0,2,1,260,271,285,11,260,11,0,0,280,0,9,0
1901,Irkutskaa oblast_,Bodajbinskaa,1,14,17,74,0,0,0,1,80,107,110,30,80,30,0,0,110,3,0,0
1928,Irkutskaa oblast_,Bodajbinskaa,2,20,25,92,1,0,0,0,143,140,143,0,143,0,0,0,150,3,7,0
210,Irkutskaa oblast_,Bohanskaa,0,4,11,64,1,0,0,0,57,80,157,23,57,23,0,0,155,0,75,0
211,Irkutskaa oblast_,Bohanskaa,1,7,5,62,0,0,0,0,63,75,138,12,63,12,0,0,140,0,65,0
212,Irkutskaa oblast_,Bohanskaa,3,47,21,396,2,1,1,0,400,471,782,76,400,76,0,0,800,5,324,0
213,Irkutskaa oblast_,Bohanskaa,2,24,10,143,2,2,0,0,138,183,290,46,138,46,0,0,295,1,111,0
214,Irkutskaa oblast_,Bohanskaa,0,10,3,61,0,0,0,0,72,74,100,2,72,2,0,0,100,0,26,0
215,Irkutskaa oblast_,Bohanskaa,1,9,16,58,1,1,0,0,58,86,158,29,58,29,0,0,155,1,68,0
216,Irkutskaa oblast_,Bohanskaa,0,22,24,257,0,0,0,0,267,303,541,37,267,37,0,0,560,1,256,0
217,Irkutskaa oblast_,Bohanskaa,1,18,10,219,0,4,1,0,237,253,431,16,237,16,0,0,435,0,182,0
218,Irkutskaa oblast_,Bohanskaa,1,51,11,165,1,1,0,0,216,230,382,16,216,16,0,0,400,2,168,0
219,Irkutskaa oblast_,Bohanskaa,0,8,3,74,2,0,0,1,69,88,126,19,69,19,0,0,130,0,42,0
220,Irkutskaa oblast_,Bohanskaa,3,48,40,458,0,2,0,0,464,551,1060,88,464,88,0,0,1085,1,533,0
221,Irkutskaa oblast_,Bohanskaa,0,1,3,46,0,0,0,0,43,50,57,7,43,7,0,0,55,0,5,0
222,Irkutskaa oblast_,Bohanskaa,1,48,27,306,0,2,0,1,364,385,587,23,364,23,0,0,615,2,228,0
223,Irkutskaa oblast_,Bohanskaa,0,1,0,107,0,0,0,0,101,108,125,7,101,7,0,0,125,0,17,0
224,Irkutskaa oblast_,Bohanskaa,1,11,6,141,1,0,0,0,123,160,184,37,123,37,0,0,180,0,20,0
225,Irkutskaa oblast_,Bohanskaa,0,6,2,49,0,0,0,0,50,57,98,7,50,7,0,0,95,0,38,0
226,Irkutskaa oblast_,Bohanskaa,0,6,15,105,0,0,0,0,116,126,180,10,116,10,0,0,175,0,49,0
227,Irkutskaa oblast_,Bohanskaa,0,48,12,347,2,2,3,1,376,415,697,40,376,40,0,0,730,1,314,0
228,Irkutskaa oblast_,Bohanskaa,1,30,13,235,2,0,1,1,260,283,411,25,260,25,0,0,415,2,130,0
229,Irkutskaa oblast_,Bohanskaa,1,23,3,125,1,1,1,0,147,155,261,9,147,9,0,0,260,1,104,0
230,Irkutskaa oblast_,Bohanskaa,3,131,47,474,1,5,2,2,634,665,1284,33,634,33,0,0,1280,2,613,0
231,Irkutskaa oblast_,Bohanskaa,7,282,53,758,6,10,3,6,1080,1125,2112,50,1080,50,0,0,2100,5,970,0
232,Irkutskaa oblast_,Bohanskaa,1,81,9,201,3,2,0,4,286,301,537,17,286,17,0,0,530,2,227,0
233,Irkutskaa oblast_,Bohanskaa,0,28,3,73,2,1,0,0,91,107,193,16,91,16,0,0,205,0,98,0
234,Irkutskaa oblast_,Bohanskaa,0,6,2,59,2,1,2,0,62,72,116,10,62,10,0,0,115,0,43,0
235,Irkutskaa oblast_,Bohanskaa,3,73,27,324,0,1,0,1,380,429,742,51,380,51,0,0,750,2,319,0
236,Irkutskaa oblast_,Bohanskaa,1,19,4,117,1,0,0,0,139,142,195,3,139,3,0,0,190,0,48,0
237,Irkutskaa oblast_,Bohanskaa,3,83,20,399,2,0,2,1,456,510,909,55,456,55,0,0,920,1,409,0
238,Irkutskaa oblast_,Bohanskaa,0,3,4,68,0,0,0,0,69,75,100,6,69,6,0,0,100,0,25,0
239,Irkutskaa oblast_,Bohanskaa,0,20,1,69,2,1,0,0,89,93,112,4,89,4,0,0,110,0,17,0
240,Irkutskaa oblast_,Bohanskaa,3,101,46,665,8,2,1,0,772,826,1610,59,772,59,0,0,1640,5,809,0
241,Irkutskaa oblast_,Bohanskaa,1,2,3,50,0,0,1,0,54,57,103,4,54,4,0,0,100,1,42,0
242,Irkutskaa oblast_,Bohanskaa,0,1,5,60,0,0,0,0,62,66,112,5,62,5,0,0,100,1,33,0
243,Irkutskaa oblast_,Bohanskaa,0,2,11,96,0,0,0,1,89,110,193,22,89,22,0,0,195,1,84,0
244,Irkutskaa oblast_,Bohanskaa,1,21,26,363,2,0,0,2,353,415,784,66,353,66,0,0,775,4,356,0
245,Irkutskaa oblast_,Bohanskaa,1,29,17,321,0,0,1,0,331,369,719,38,331,38,0,0,725,0,356,0
246,Irkutskaa oblast_,Bohanskaa,1,2,7,85,0,0,0,0,83,95,149,12,83,12,0,0,145,0,50,0
247,Irkutskaa oblast_,Bohanskaa,0,1,0,70,0,0,0,0,67,71,89,4,67,4,0,0,90,0,19,0
248,Irkutskaa oblast_,Bohanskaa,0,0,2,66,0,0,0,0,68,68,88,0,68,0,0,0,85,0,17,0
249,Irkutskaa oblast_,Bohanskaa,0,5,11,22,0,0,0,0,38,38,64,0,38,0,0,0,65,0,27,0
250,Irkutskaa oblast_,Bohanskaa,2,34,25,265,0,2,0,0,295,328,587,39,295,39,0,0,610,6,276,0
251,Irkutskaa oblast_,Bohanskaa,0,0,2,55,0,0,0,0,52,57,85,6,52,6,0,0,75,1,17,0
363,Irkutskaa oblast_,Bohanskaa,1,2,1,48,0,0,0,0,50,52,99,3,50,3,0,0,90,1,37,0
252,Irkutskaa oblast_,gorodskaa,2,79,44,454,6,4,1,2,572,592,1618,25,572,25,0,0,1500,5,903,0
253,Irkutskaa oblast_,gorodskaa,4,70,42,367,3,2,5,4,478,497,1240,25,478,25,0,0,1400,6,897,0
254,Irkutskaa oblast_,gorodskaa,3,75,63,474,6,9,3,3,594,636,1526,46,594,46,0,0,2000,4,1360,0
255,Irkutskaa oblast_,gorodskaa,4,133,81,655,12,1,6,2,875,894,1710,23,875,23,0,0,1500,4,602,0
256,Irkutskaa oblast_,gorodskaa,7,106,56,618,10,6,6,3,788,812,1663,34,788,34,0,0,1500,10,678,0
257,Irkutskaa oblast_,gorodskaa,4,96,71,727,14,1,10,4,898,927,1854,38,898,38,0,0,1500,9,564,0
258,Irkutskaa oblast_,gorodskaa,6,75,62,662,12,4,5,6,810,832,1635,31,810,31,0,0,1500,9,659,0
259,Irkutskaa oblast_,gorodskaa,3,147,69,815,10,3,2,4,1002,1053,1879,64,1003,64,0,0,1500,13,433,0
260,Irkutskaa oblast_,gorodskaa,3,109,80,743,11,5,2,3,919,956,1809,50,919,50,0,0,1500,13,531,0
261,Irkutskaa oblast_,gorodskaa,6,95,53,629,12,3,3,3,792,804,1665,25,792,25,0,0,1500,13,683,0
262,Irkutskaa oblast_,gorodskaa,6,122,97,800,8,5,5,4,1037,1047,2101,19,1037,19,0,0,2000,9,944,0
263,Irkutskaa oblast_,gorodskaa,0,78,58,481,2,10,1,3,605,633,1545,33,605,33,0,0,1500,5,862,0
264,Irkutskaa oblast_,gorodskaa,6,71,44,462,3,0,2,2,578,590,1645,20,578,20,0,0,1500,8,902,0
265,Irkutskaa oblast_,gorodskaa,7,111,68,698,13,7,6,9,903,919,1938,28,903,28,0,0,1500,12,569,0
266,Irkutskaa oblast_,gorodskaa,4,148,67,740,14,3,5,2,936,983,2043,56,936,56,0,0,2000,9,1008,0
267,Irkutskaa oblast_,gorodskaa,5,46,36,327,2,2,1,2,414,421,1154,13,414,13,0,0,1300,6,873,0
268,Irkutskaa oblast_,gorodskaa,8,144,77,1098,25,8,4,15,1300,1379,2356,94,1300,94,0,0,2000,15,606,0
269,Irkutskaa oblast_,gorodskaa,6,186,95,1091,23,8,6,7,1401,1422,2413,39,1401,39,0,0,2000,18,560,0
270,Irkutskaa oblast_,gorodskaa,5,156,85,940,14,6,8,7,1187,1221,2159,44,1187,44,0,0,2000,10,769,0
271,Irkutskaa oblast_,gorodskaa,8,145,89,1053,17,6,8,12,1308,1338,2374,42,1308,42,0,0,2000,12,650,0
272,Irkutskaa oblast_,gorodskaa,7,157,106,921,10,5,9,5,1204,1220,2165,34,1204,34,0,0,2000,18,762,0
273,Irkutskaa oblast_,gorodskaa,3,92,83,689,5,3,6,10,871,891,1797,26,871,26,0,0,1500,6,603,0
274,Irkutskaa oblast_,gorodskaa,2,87,53,681,8,1,1,7,817,840,1580,32,817,32,0,0,1500,9,651,0
275,Irkutskaa oblast_,gorodskaa,5,174,98,1103,16,5,5,12,1396,1418,2559,36,1396,36,0,0,2500,14,1068,0
276,Irkutskaa oblast_,gorodskaa,9,171,83,1066,16,9,10,16,1351,1380,2489,50,1351,50,0,0,2500,21,1099,0
277,Irkutskaa oblast_,gorodskaa,5,119,78,797,9,4,11,4,994,1027,1908,49,994,49,0,0,1500,16,457,0
278,Irkutskaa oblast_,gorodskaa,0,135,84,953,17,12,7,7,1179,1215,2195,47,1179,47,0,0,2000,11,774,0
279,Irkutskaa oblast_,gorodskaa,7,134,71,845,13,3,7,7,1105,1087,2050,49,1105,49,0,0,2000,67,846,0
280,Irkutskaa oblast_,gorodskaa,4,126,94,937,8,7,4,7,1158,1187,2234,48,1158,48,0,0,2000,19,794,0
281,Irkutskaa oblast_,gorodskaa,11,149,76,956,25,5,10,13,1236,1245,1971,26,1236,26,0,0,2000,17,738,0
282,Irkutskaa oblast_,gorodskaa,9,171,94,957,13,10,3,13,1259,1270,2080,20,1259,20,0,0,2000,9,721,0
283,Irkutskaa oblast_,gorodskaa,6,135,74,884,24,3,6,8,1119,1140,1900,33,1120,33,0,0,1500,12,347,0
284,Irkutskaa oblast_,gorodskaa,10,168,73,985,31,7,6,13,1285,1293,2075,21,1285,21,0,0,2000,13,694,0
285,Irkutskaa oblast_,gorodskaa,9,171,97,1090,19,12,5,14,1402,1417,2254,32,1403,32,0,0,2000,17,565,0
286,Irkutskaa oblast_,gorodskaa,5,180,94,972,23,6,7,8,1291,1295,2237,21,1291,21,0,0,2000,17,688,0
287,Irkutskaa oblast_,gorodskaa,3,117,39,591,12,3,5,5,761,775,1481,20,761,20,0,0,1300,6,519,0
288,Irkutskaa oblast_,gorodskaa,1,75,49,472,4,3,6,1,608,611,1579,8,608,8,0,0,1500,5,884,0
289,Irkutskaa oblast_,gorodskaa,13,179,94,1079,19,8,9,7,1389,1408,2409,36,1392,36,0,0,2000,17,572,0
290,Irkutskaa oblast_,gorodskaa,4,201,93,1072,24,10,6,6,1365,1416,2546,60,1365,60,0,0,2500,9,1075,0
291,Irkutskaa oblast_,gorodskaa,7,169,81,1111,16,7,5,14,1361,1410,2320,63,1362,63,0,0,2000,14,575,0
292,Irkutskaa oblast_,gorodskaa,5,128,91,977,14,9,2,13,943,1239,2038,320,944,320,0,0,2000,24,736,0
293,Irkutskaa oblast_,gorodskaa,6,150,90,798,6,6,1,5,942,1062,1830,127,942,127,0,0,1500,7,431,0
294,Irkutskaa oblast_,gorodskaa,7,121,68,783,12,9,9,9,1005,1018,1766,27,1005,27,0,0,1500,14,468,0
295,Irkutskaa oblast_,gorodskaa,8,151,85,1001,8,8,8,16,1274,1285,2200,21,1274,21,0,0,2000,10,705,0
296,Irkutskaa oblast_,gorodskaa,8,178,97,1017,13,3,5,5,1312,1326,2183,27,1312,27,0,0,2000,13,661,0
297,Irkutskaa oblast_,gorodskaa,8,184,101,1191,16,12,8,7,1518,1527,2713,26,1520,26,0,0,2500,17,954,0
